mar,label
0.4752219224324441,mouth_talk
0.4498247261380397,mouth_talk
0.4189998066745033,mouth_talk
0.399387854507469,mouth_talk
0.3709079754520496,mouth_talk
0.3693352438125344,mouth_talk
0.3431880226606251,mouth_talk
0.2480538107948297,mouth_talk
0.2369526650698545,mouth_talk
0.2400086650999092,mouth_talk
0.2052981057095691,mouth_talk
0.1561953065725528,mouth_talk
0.1389031465693282,mouth_talk
0.0972105375558361,mouth_talk
0.0802912891422639,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.0878816437302338,mouth_talk
0.1026945882723647,mouth_talk
0.114370417154942,mouth_talk
0.1341210782343693,mouth_talk
0.0538327342931335,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.1407425199315456,mouth_talk
0.1254740118847368,mouth_talk
0.1172155532970933,mouth_talk
0.0910298929044764,mouth_talk
0.0972030094612956,mouth_talk
0.1037496127996203,mouth_talk
0.1248888241812361,mouth_talk
0.1216108161373199,mouth_talk
0.1362886560254026,mouth_talk
0.1415805150127358,mouth_talk
0.1533384068788795,mouth_talk
0.1423901173001578,mouth_talk
0.1325426594253887,mouth_talk
0.1375748052438879,mouth_talk
0.1418980726484546,mouth_talk
0.1344739839076873,mouth_talk
0.1339149693463475,mouth_talk
0.1406251546088574,mouth_talk
0.1387617647961618,mouth_talk
0.1654009351468813,mouth_talk
0.3153481159692736,mouth_talk
0.3482080856997033,mouth_talk
0.4305086716195224,mouth_talk
0.4447769371672644,mouth_talk
0.3551079956041861,mouth_talk
0.3580163827526915,mouth_talk
0.0786909245615803,mouth_talk
0.0681315028792679,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.138346786831193,mouth_talk
0.0798894214814086,mouth_talk
0.1281631118795663,mouth_talk
0.1144133673427203,mouth_talk
0.1065392739585709,mouth_talk
0.0816703270508436,mouth_talk
0.0938471337204914,mouth_talk
0.0962719525753579,mouth_talk
0.1027086420635186,mouth_talk
0.0835360982571598,mouth_talk
0.0920178626316613,mouth_talk
0.1005233916772264,mouth_talk
0.0983368042886601,mouth_talk
0.1135000416602528,mouth_talk
0.1069269939363605,mouth_talk
0.1099314996506457,mouth_talk
0.1055851478109964,mouth_talk
0.0834415312947819,mouth_talk
0.1247687662300565,mouth_talk
0.1426749899767153,mouth_talk
0.1444199573030543,mouth_talk
0.1473469420391168,mouth_talk
0.1478428648322927,mouth_talk
0.1447317201357117,mouth_talk
0.1444157541502666,mouth_talk
0.1388667649323096,mouth_talk
0.1358012349306822,mouth_talk
0.1122121186280707,mouth_talk
0.1397379322157724,mouth_talk
0.1306788005302322,mouth_talk
0.1178413983811206,mouth_talk
0.0544729321693015,mouth_talk
0.0909579223771941,mouth_talk
0.0807578350892177,mouth_talk
0.0811247461668505,mouth_talk
0.07911663172971,mouth_talk
0.059532568408716,mouth_talk
0.0772019553172407,mouth_talk
0.0733017922296687,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.0541032293122467,mouth_talk
0.0740897936013749,mouth_talk
0.0709733718181226,mouth_talk
0.0841166789482485,mouth_talk
0.0896320635456933,mouth_talk
0.0658975370172402,mouth_talk
0.0804149885913138,mouth_talk
0.13094256603746,mouth_talk
0.1226439782853162,mouth_talk
0.1700152758476127,mouth_talk
0.160440779341903,mouth_talk
0.1619213933323807,mouth_talk
0.1512371852672356,mouth_talk
0.1478377300501718,mouth_talk
0.1554718233590677,mouth_talk
0.1139285057838982,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.0712939156607608,mouth_talk
0.067955115157555,mouth_talk
0.061002586183069,mouth_talk
0.0749035587778512,mouth_talk
0.0722940545780971,mouth_talk
0.0981541524709724,mouth_talk
0.0730831584897868,mouth_talk
0.1165217500152054,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.0873592911919045,mouth_talk
0.090633920408018,mouth_talk
0.0534991935553083,mouth_talk
0.0644021165528491,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.0548131079467641,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.0883134246668303,mouth_talk
0.0923578474355166,mouth_talk
0.1181123497092404,mouth_talk
0.1260616105293179,mouth_talk
0.1241921346310069,mouth_talk
0.134586017780448,mouth_talk
0.1331400231309644,mouth_talk
0.1356702836877185,mouth_talk
0.1173946309313201,mouth_talk
0.1175188652146654,mouth_talk
0.0649751427202146,mouth_talk
0.0700971145816572,mouth_talk
0.0841502575977077,mouth_talk
0.0735676887582043,mouth_talk
0.1210483575162386,mouth_talk
0.1177771694161998,mouth_talk
0.2120046136043137,mouth_talk
0.219188790677016,mouth_talk
0.2109238654795049,mouth_talk
0.2219245951030362,mouth_talk
0.2257273599278088,mouth_talk
0.1363400071637159,mouth_talk
0.0757385745688278,mouth_talk
0.1070344712767776,mouth_talk
0.1189833927768155,mouth_talk
0.089352621039496,mouth_talk
0.1109162880665898,mouth_talk
0.1073861336328986,mouth_talk
0.1224984096442959,mouth_talk
0.113406484150792,mouth_talk
0.1323559525287264,mouth_talk
0.1191823720330128,mouth_talk
0.1133699467301477,mouth_talk
0.1314064784862212,mouth_talk
0.1309542343429118,mouth_talk
0.0964294981085578,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.0659736995741201,mouth_talk
0.0727968423494578,mouth_talk
0.1401457522996812,mouth_talk
0.1258503292717778,mouth_talk
0.1688843627611714,mouth_talk
0.1849209328643126,mouth_talk
0.1749820282451549,mouth_talk
0.1729376665756735,mouth_talk
0.1697759541834211,mouth_talk
0.204130769412912,mouth_talk
0.2003209551073855,mouth_talk
0.1886296240045827,mouth_talk
0.1920118168568161,mouth_talk
0.1446659320501857,mouth_talk
0.124672728311832,mouth_talk
0.1077902158134546,mouth_talk
0.0581668703016044,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.1002939007860818,mouth_talk
0.0835634458568085,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.0767501108542784,mouth_talk
0.1277851394528821,mouth_talk
0.1279151131214904,mouth_talk
0.0818817736487791,mouth_talk
0.0590522346169885,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.0869736446662397,mouth_talk
0.077310934699277,mouth_talk
0.0881034005254281,mouth_talk
0.1074623984266518,mouth_talk
0.0733872507311866,mouth_talk
0.0733327038459428,mouth_talk
0.05,mouth_talk
0.0626604383178667,mouth_talk
0.0602185264500694,mouth_talk
0.1017383947935225,mouth_talk
0.1036012852288512,mouth_talk
0.1149584716122261,mouth_talk
0.1355690963534963,mouth_talk
0.1153792976335972,mouth_talk
0.1049325517565098,mouth_talk
0.0778400487314605,mouth_talk
0.1079374992694688,mouth_talk
0.1087603878572042,mouth_talk
0.1002540218888669,mouth_talk
0.0988522937437081,mouth_talk
0.0953807616583596,mouth_talk
0.1431884535414929,mouth_talk
0.1305702767962754,mouth_talk
0.1472204997251812,mouth_talk
0.1236843307932039,mouth_talk
0.1316876516446433,mouth_talk
0.1545306145323955,mouth_talk
0.1575339011110247,mouth_talk
0.1638603349495243,mouth_talk
0.1867955293809386,mouth_talk
0.1772928488747313,mouth_talk
0.2008441886708832,mouth_talk
0.2086781390874721,mouth_talk
0.2176678342325604,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.05,mouth_talk
0.057650595527795,mouth_talk
0.0697603081808878,mouth_talk
0.1098570312891218,mouth_talk
0.1129819506419198,mouth_talk
0.1563538788053533,mouth_talk
0.1692214734801151,mouth_talk
0.1818362399196507,mouth_talk
0.1701574520536947,mouth_talk
0.1760064352166499,mouth_talk
0.165448431892871,mouth_talk
0.1720755490856134,mouth_talk
0.1582214008926938,mouth_talk
0.1606712160961574,mouth_talk
0.0914765521664089,mouth_talk
0.05,mouth_talk
0.0672451936113758,mouth_talk
0.089259027992445,mouth_talk
0.1053874044791111,mouth_talk
0.0663913044054258,mouth_talk
0.1654253857651437,mouth_talk
0.1751586138275444,mouth_talk
0.2147299486271175,mouth_talk
0.2579445121487105,mouth_talk
0.2288018045433898,mouth_talk
0.2140209462510083,mouth_talk
0.1783751276497308,mouth_talk
0.1530223272715866,mouth_talk
0.083967659504165,mouth_talk
0.0605098376120309,mouth_talk
0.05,mouth_talk
0.0656303902027388,mouth_talk
0.05,mouth_talk
0.1220492116788772,mouth_talk
0.134181901082016,mouth_talk
0.0959355465664134,mouth_talk
0.1493880697363576,mouth_talk
0.1133637395279453,mouth_talk
0.1520840346135656,mouth_talk
0.1220754290888927,mouth_talk
0.1511530287869388,mouth_talk
0.1426123570565671,mouth_talk
0.1104278866830551,mouth_talk
0.2113400435674332,mouth_talk
0.1901194691136513,mouth_talk
0.2202383130792475,mouth_talk
0.2365910389760028,mouth_talk
0.2488082151924857,mouth_talk
0.2512266392558427,mouth_talk
0.2475922814342528,mouth_talk
0.2148611661123515,mouth_talk
0.2160288515338169,mouth_talk
0.1639790577980985,mouth_talk
0.1659212911082236,mouth_talk
0.1513922466925719,mouth_talk
0.1409664274172037,mouth_talk
0.1444143001338068,mouth_talk
0.1408776716497423,mouth_talk
0.1386099011609477,mouth_talk
0.1301926773420619,mouth_talk
0.1396756039255065,mouth_talk
0.1263358888557879,mouth_talk
0.1296930763385928,mouth_talk
0.1236601214860988,mouth_talk
0.136749313899239,mouth_talk
0.1389576968037797,mouth_talk
0.1531861501313589,mouth_talk
0.1320903411441998,mouth_talk
0.2068841329342554,mouth_talk
