ear
0.39785731852238615
0.40166361051773636
0.40654439968959943
0.40589753112955884
0.40568078204460106
0.4044308650576909
0.4083590065945877
0.4089077467092727
0.40531039533890934
0.4083158667303056
0.40891496526324833
0.4111600312200047
0.41303230396105195
0.4122314727144237
0.4106348879488053
0.4382363505508238
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.4452442329010263
0.4429474319551473
0.44777178682617497
0.4479824308932485
0.45
0.45
0.4486551340685788
0.4491306907285497
0.4465942821602964
0.4489594197487651
0.4450719150529717
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.422363850610064
0.4243503790256263
0.43562708505461545
0.45
0.45
0.45
0.4470525843262976
0.4370182674446748
0.44593346468820505
0.4393106005293229
0.44074983806914336
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.44686879460045514
0.4464548679170716
0.4439107929307077
0.4436554335559481
0.44321414865063014
0.4441697921418053
0.4441080090661328
0.4446504250160669
0.4420037891824709
0.44865365857440465
0.44400452730410145
0.4454211098228487
0.4470780908918605
0.4437400552035539
0.44537022343153143
0.4415897127406715
0.4385870556872421
0.4405150890856162
0.4320634049012201
0.4363739365594712
0.43687453417668043
0.43607604121035
0.4402085149994129
0.44514011546648524
0.4402811264351245
0.4419742325748218
0.4450608434580208
0.4386805757201824
0.4410646653171055
0.43781079122547195
0.4381937512443713
0.4340916057699233
0.44117313150588056
0.44205667436930074
0.44224984466579265
0.44237685903458845
0.441366003891645
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.44942744161462966
0.4460588194707373
0.45
0.4456136651549104
0.4451270004788468
0.4417940196756599
0.44301641254629504
0.4416542651276629
0.44038946103942933
0.4432843024607772
0.4445795302347044
0.44435351212604635
0.44888279509417595
0.4466924536949002
0.44756660366995216
0.4446648743871827
0.44661013205720274
0.4469142662499549
0.44413509623700764
0.45
0.4487425400455068
0.45
0.45
0.4489001146149249
0.45
0.45
0.45
0.45
0.45
0.45
0.45
0.45
