ear,label
0.45,eyes_blink
0.4314382698466382,eyes_blink
0.4359796443411637,eyes_blink
0.4366769821588324,eyes_blink
0.434770399882204,eyes_blink
0.4413789021356635,eyes_blink
0.435919559667232,eyes_blink
0.4310198496871191,eyes_blink
0.4304400384460605,eyes_blink
0.4232998460203273,eyes_blink
0.4181890617741011,eyes_blink
0.4145193407835508,eyes_blink
0.4193685311459955,eyes_blink
0.4173556617335839,eyes_blink
0.4205046934761219,eyes_blink
0.4271775551207576,eyes_blink
0.4260767614713577,eyes_blink
0.4330696055411746,eyes_blink
0.4287791797100551,eyes_blink
0.410174215796643,eyes_blink
0.4143249962282126,eyes_blink
0.4177913579438981,eyes_blink
0.4191609646950568,eyes_blink
0.4272545873418466,eyes_blink
0.4289856148106611,eyes_blink
0.4267351495457791,eyes_blink
0.4318736133010207,eyes_blink
0.427505814585924,eyes_blink
0.4236442750891362,eyes_blink
0.4260288656300895,eyes_blink
0.4293637745826512,eyes_blink
0.4267902724764323,eyes_blink
0.4259959615485862,eyes_blink
0.4277577485806151,eyes_blink
0.4306890040741093,eyes_blink
0.4295309892751746,eyes_blink
0.4269481173631955,eyes_blink
0.4246079303118918,eyes_blink
0.424300621742986,eyes_blink
0.4277676249682055,eyes_blink
0.4236784941390515,eyes_blink
0.4231558936855635,eyes_blink
0.4362570903253405,eyes_blink
0.4377127605771617,eyes_blink
0.45,eyes_blink
0.4485587710190042,eyes_blink
0.4489446187808618,eyes_blink
0.45,eyes_blink
0.4469475446758466,eyes_blink
0.4477258506708109,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.449560223217382,eyes_blink
0.45,eyes_blink
0.4443216473168629,eyes_blink
0.4483018973241097,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.45,eyes_blink
0.4094009773720224,eyes_blink
0.4007743433024241,eyes_blink
0.3730589749802094,eyes_blink
0.3698062882069853,eyes_blink
0.3687562011402334,eyes_blink
0.4007441666589242,eyes_blink
0.3911280040227791,eyes_blink
0.431925293040846,eyes_blink
0.4421512216128829,eyes_blink
0.4473125702561753,eyes_blink
0.4460945610235081,eyes_blink
0.4476949639578836,eyes_blink
0.4480808384167439,eyes_blink
0.4479191289906671,eyes_blink
0.4449952712145569,eyes_blink
0.4472387507445795,eyes_blink
0.4456080679298015,eyes_blink
0.4446398109044068,eyes_blink
0.4494547620672018,eyes_blink
0.4450193795715205,eyes_blink
0.45,eyes_blink
0.4442814330305808,eyes_blink
0.4459954642205807,eyes_blink
0.4446677807629338,eyes_blink
0.4441054458889098,eyes_blink
0.4465610654656992,eyes_blink
0.4440160115935051,eyes_blink
0.4436816817046304,eyes_blink
0.4399862921964943,eyes_blink
0.4440631970027378,eyes_blink
0.4427641026977942,eyes_blink
0.4456451010171269,eyes_blink
0.4462144573794455,eyes_blink
0.4440963613796919,eyes_blink
0.444426364910968,eyes_blink
0.4447009296081957,eyes_blink
0.4427612563692475,eyes_blink
0.4459358382774527,eyes_blink
0.4402561989500122,eyes_blink
0.4412597644098385,eyes_blink
0.3704255402000007,eyes_blink
0.3677031040845407,eyes_blink
0.3712754689627495,eyes_blink
0.4196286406644106,eyes_blink
0.4135802552322593,eyes_blink
0.4355600479431707,eyes_blink
0.4336410171203362,eyes_blink
0.4375637175699199,eyes_blink
0.4383933245526616,eyes_blink
0.4418798070248829,eyes_blink
0.4452012399004997,eyes_blink
0.4439666546621794,eyes_blink
0.4466363179265594,eyes_blink
0.4466380571520127,eyes_blink
0.4443893236043649,eyes_blink
0.4447919473980715,eyes_blink
0.4465529164473864,eyes_blink
0.4446627248942503,eyes_blink
0.4444765172585782,eyes_blink
0.4461959619164691,eyes_blink
0.4463645890975548,eyes_blink
0.4455546618190417,eyes_blink
0.4455307816267785,eyes_blink
0.4470924246122225,eyes_blink
0.4434685276168231,eyes_blink
0.4458844280716534,eyes_blink
0.4458976965632164,eyes_blink
0.445137853440833,eyes_blink
0.447866877539589,eyes_blink
0.4467186118287185,eyes_blink
0.4481970445264583,eyes_blink
0.4442341349712764,eyes_blink
0.4441386055815962,eyes_blink
0.4470526577523434,eyes_blink
0.4478182557886775,eyes_blink
0.4229785276988248,eyes_blink
0.4181877453662698,eyes_blink
0.3709081764815459,eyes_blink
0.3716612466677583,eyes_blink
0.3699648952987287,eyes_blink
0.3718194711170466,eyes_blink
0.3681121089160794,eyes_blink
0.3682595760952133,eyes_blink
0.3681117042180983,eyes_blink
